trase_code,uml_id,group,company,mill_name,latitude,longitude,capacity_tonnes_ffb_hour,status,earliest_year_of_existence,earliest_year_of_existence_source,kabupaten_name,kabupaten_trase_id,province_name
M-01307,PO1000011554,KPN CORP,CITRA MAHKOTA,CITRA MAHKOTA,-0.356909,112.12835,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SINTANG,ID-6107,KALIMANTAN BARAT
M-01308,PO1000011196,TRIPUTRA AGRO PERSADA,SUKSES KARYA MANDIRI,SUKSES KARYA MANDIRI,-2.188519,111.341834,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SUKAMARA,ID-6206,KALIMANTAN TENGAH
M-01309,PO1000010808,PARNA RAYA,MITRA ANDALAN SEJAHTERA,MITRA ANDALAN SEJAHTERA,0.080256,109.277861,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MEMPAWAH,ID-6104,KALIMANTAN BARAT
M-01310,PO1000011197,KPN CORP,AGRIPRIMA CIPTA PERSADA,AGRIPRIMA CIPTA PERSADA,-7.445166,140.504651,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MERAUKE,ID-9401,PAPUA
M-01311,PO1000011917,FIRST RESOURCES,MITRA KARYA SENTOSA,MITRA KARYA SENTOSA,0.764622,110.668431,60,Operating,2020,Establishment year based on other government record of establishment (e.g. Permit database),SANGGAU,ID-6105,KALIMANTAN BARAT
M-01312,PO1000012846,FIRST RESOURCES,CITRA AGRO KENCANA,CITRA AGRO KENCANA,-0.472249,115.593392,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI BARAT,ID-6402,KALIMANTAN TIMUR
M-01314,NA,MULIA SAWIT AGRO LESTARI (MSAL),PERSADA SEJAHTERA AGRO MAKMUR,PERSADA SEJAHTERA AGRO MAKMUR,-1.380493,113.060142,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KATINGAN,ID-6209,KALIMANTAN TENGAH
M-01315,PO1000011992,SK PLUS,SELARAS MITRA SARIMBA,SELARAS MITRA SARIMBA,-1.412903,102.265927,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TEBO,ID-1508,JAMBI
M-01316,PO1000011911,UNKNOWN,SAWIT JAYA MANDIRI LESTARI,SAWIT JAYA MANDIRI LESTARI,-0.442897,102.257218,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-01317,PO1000015293,SINAR JAYA AGRO INVESTAMA (SJAI),UTAMA AGRINDO MAS,UTAMA AGRINDO MAS,-3.97481,122.272838,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KONAWE,ID-7403,SULAWESI TENGGARA
M-01318,PO1000010945,DAMAI PLANTATION,SAMBOJA INTI PERKASA,SAMBOJA INTI PERKASA,-0.297022,111.64135,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MELAWI,ID-6110,KALIMANTAN BARAT
M-01319,PO1000011306,DHARMA AGUNG WIJAYA (DAW),HANUSENTRA AGRO LESTARI,HANUSENTRA AGRO LESTARI,1.178108,117.901007,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-01320,PO1000011553,UNKNOWN,GASING SAWIT ABADI,GASING SAWIT ABADI,-2.555336,104.768052,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANYUASIN,ID-1607,SUMATERA SELATAN
M-01321,PO1000012842,IJM PLANTATIONS BERHAD,PRIMA BAHAGIA PERMAI,PRIMA BAHAGIA PERMAI,2.672174,117.745799,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BULUNGAN,ID-6502,KALIMANTAN UTARA
M-01322,NA,SALIM GROUP,HIJAUPERTIWI INDAH PLANTATIONS,LUPAK DALAM,-3.290455,114.266477,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAPUAS,ID-6203,KALIMANTAN TENGAH
M-01323,PO1000016378,UNKNOWN,MAKIN MAJU,MAKIN MAJU,3.806438,98.369344,,Operating,2014,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LANGKAT,ID-1213,SUMATERA UTARA
M-01324,PO1000011301,WINGS AGRO,INTI SELARAS PERKASA,INTI SELARAS PERKASA,2.738416,117.208548,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BULUNGAN,ID-6502,KALIMANTAN UTARA
M-01325,PO1000012424,UNKNOWN,WIJAYA BORNEO TIGANNA,BATANG KELUR,-2.842906,116.051245,20,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTABARU,ID-6302,KALIMANTAN SELATAN
M-01326,PO1000015839,CITRA BORNEO INDAH (CBI),MENTENG KENCANA MAS,KANAMIT,-2.947801,114.182294,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PULANG PISAU,ID-6210,KALIMANTAN TENGAH
M-01327,NA,BEST INDUSTRY,SURYA MAS CIPTA PERKASA,SURYA MAS CIPTA PERKASA 2,-3.151297,113.645131,60,Operating,2019,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PULANG PISAU,ID-6210,KALIMANTAN TENGAH
M-01328,NA,BEST INDUSTRY,TUNAS AGRO SUBUR KENCANA,TUNAS AGRO SUBUR KENCANA 3,-2.250799,112.825632,75,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-01329,NA,CITRA BORNEO INDAH (CBI),MIRZA PRATAMA PUTRA,SUMBER CAHAYA,-1.957885,111.498094,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LAMANDAU,ID-6207,KALIMANTAN TENGAH
M-01330,PO1000011318,SUNGAI BUDI,BUMI PERKASA GEMILANG,PKS 10,-0.3471673,109.6925559,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUBU RAYA,ID-6112,KALIMANTAN BARAT
M-01331,NA,DARMEX AGRO,WANA HIJAU SEMESTA,WANA HIJAU SEMESTA,1.514572,109.597111,60,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SAMBAS,ID-6101,KALIMANTAN BARAT
M-01332,PO1000011198,UNKNOWN,BUMI KHATULISTIWA MANDIRI,BUMI KHATULISTIWA MANDIRI,-3.274456,105.814332,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN
M-01333,NA,INCASI RAYA (GUNAS),TRANSCO ENERGI UTAMA,TRANSCO ENERGI UTAMA,-2.063254,101.00628,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PESISIR SELATAN,ID-1302,SUMATERA BARAT
M-01334,NA,JATINOM INDAH,SAWIT ARUM MADANI,SAWIT ARUM MADANI,-8.15099,112.224573,15,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BLITAR,ID-3505,JAWA TIMUR
M-01335,NA,UNKNOWN,SEJAHTERA MAKMUR SEJATI,SEJAHTERA MAKMUR SEJATI,4.033168,98.23619,,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-01336,PO1000011309,IKHASAS,RAFI KAMAJAYA ABADI,RAFI KAMAJAYA ABADI,-0.241347,111.620812,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MELAWI,ID-6110,KALIMANTAN BARAT
M-01337,PO1000011312,ASTRA AGRO LESTARI,TRI BUANA MAS,TRI BUANA MAS,-2.727976,114.843076,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TAPIN,ID-6305,KALIMANTAN SELATAN
M-01338,PO1000011167,KPN CORP,ALAM JAYA PERSADA,ALAM JAYA PERSADA,-0.931401,117.150349,45,Operating,2016,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-01339,PO1000010713,MUSIM MAS,GLOBALINDO ALAM PERKASA,GLOBALINDO ALAM PERKASA,-2.668315,112.772772,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-01340,PO1000011300,FANGIONO AGRO PLANTATION (FAP AGRI),BULUNGAN HIJAU PERKASA,BULUNGAN HIJAU PERKASA,3.926914,116.816416,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NUNUKAN,ID-6504,KALIMANTAN UTARA
M-01341,PO1000011478,PANCA EKA,SINDORA SERAYA,SINDORA SERAYA,1.891157,100.952188,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-01342,NA,SUNGAI BUDI,TUNAS BARU LAMPUNG,PKS 6,-5.10253,105.557228,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LAMPUNG TIMUR,ID-1804,LAMPUNG
M-01343,PO1000014229,TRIPUTRA AGRO PERSADA,ANUGERAH AGUNG PRIMA ABADI,ANUGERAH AGUNG PRIMA ABADI,1.539045,117.188634,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BERAU,ID-6405,KALIMANTAN TIMUR
M-01344,NA,PANCA PUTRA GANDA,TOR GANDA,PATOGU JANJI,1.318362,100.010552,60,Operating,2016,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PADANG LAWAS,ID-1221,SUMATERA UTARA
M-01345,PO1000010731,POSCO INTERNATIONAL,BIO INTI AGRINDO,PKS 2,-7.094861,140.808389,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MERAUKE,ID-9401,PAPUA
M-01346,PO1000013829,SINAR MAS,HARAPAN RIMBA RAYA,SEI KEDANG,-0.65853,115.49657,80,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI BARAT,ID-6402,KALIMANTAN TIMUR
M-01347,PO1000016959,INCASI RAYA (GUNAS),BINTARA TANI NUSANTARA,SINTANG,-0.136031,111.946838,45,Operating,2019,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",SINTANG,ID-6107,KALIMANTAN BARAT
M-01348,PO1000011910,UNKNOWN,MAHATO INTI SAWIT,MAHATO INTI SAWIT,1.373556,100.298667,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
M-01349,PO1000013497,GENTING PLANTATIONS,AGRO ABADI CEMERLANG,CEMERLANG,-0.33919,110.18917,60,Operating,2020,Establishment year based on other government record of establishment (e.g. Permit database),SANGGAU,ID-6105,KALIMANTAN BARAT
M-01350,PO1000014639,UNION SAMPOERNA TRIPUTRA PERSADA (USTP),HARAPAN HIBRIDA KALBAR,SUNGAI JELAI ESTATE,-2.52731,111.11258,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-01351,PO1000011993,UNKNOWN,KELANTAN SAKTI,KELANTAN SAKTI,-3.503269,104.94076,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN
M-01352,PO1000014162,UNKNOWN,PARMA DARMA GLOBAL SAWIT,PARMA DARMA GLOBAL SAWIT,-2.541765,120.411736,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LUWU UTARA,ID-7322,SULAWESI SELATAN
M-01353,PO1000014169,UNKNOWN,ICHIKO AGRO LESTARI,ICHIKO AGRO LESTARI,-0.503975,109.485049,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUBU RAYA,ID-6112,KALIMANTAN BARAT
M-01354,NA,JHONLIN,KODECO AGROJAYA MANDIRI,DANAU BIRU,-3.507185,115.915981,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TANAH BUMBU,ID-6310,KALIMANTAN SELATAN
M-01355,PO1000013486,ADR,KASIH AGRO MANDIRI,KASIH JAYA MANDIRI,-2.84421,104.33168,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANYUASIN,ID-1607,SUMATERA SELATAN
M-01356,PO1000013891,TIANJIN JULONG,WAHANA PLANTATION AND PRODUCTS,WAHANA PLANTATION AND PRODUCTS,0.01125,111.55934,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SINTANG,ID-6107,KALIMANTAN BARAT
M-01357,PO1000014176,PALMA SERASIH,NUSARAYA AGRO SAWIT,MEJANG INDAH,1.306305,116.907782,90,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-01358,PO1000011912,UNKNOWN,SAWIT RUPAT SEJAHTERA,SAWIT RUPAT SEJAHTERA,1.93512,101.73336,20,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BENGKALIS,ID-1408,RIAU
M-01359,PO1000014952,UNKNOWN,SIRATA-RATA ALAS TONGA,SIMONIS,2.26647,99.62415,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-01360,PO1000012847,MP EVANS,TEGUH JAYAPRIMA ABADI,RAHAYU,-0.20301,116.77165,40,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-01361,PO1000012623,ORIENTAL HOLDINGS BERHAD,PRATAMA PALM ABADI,PRATAMA PALM ABADI,-2.764979,103.253577,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI RAWAS,ID-1605,SUMATERA SELATAN
M-01362,PO1000013408,SINAR MAS,BANGUN NUSA MANDIRI,KENARI,-2.16562,110.9207,80,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-01363,PO1000012845,UNKNOWN,SANLING SAWIT SEJAHTERA,SANLING SAWIT SEJAHTERA,-0.38001,102.16418,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-01364,PO1000012852,UNKNOWN,YUNI BERSAUDARA SEJAHTERA,YUNI BERSAUDARA SEJAHTERA,-0.02655,101.18982,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-01365,PO1000012622,UNKNOWN,PALMARIS RAYA,AIRAPA,0.444782,99.259285,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MANDAILING NATAL,ID-1202,SUMATERA UTARA
M-01366,PO1000015876,UNKNOWN,SAWIT SUMATERA PERKASA,SAWIT SUMATERA PERKASA,2.59105,99.67852,,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-01367,NA,UNKNOWN,KOPERASI JASA MANDIRI JAYA LESTARI,KOPERASI JASA MANDIRI JAYA LESTARI,1.8196581,101.31355,5,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",DUMAI (KOTA),ID-1473,RIAU
M-01368,PO1000017401,UNKNOWN,SEJAHTERA MANDIRI SAWITA,SMS 2,3.793,98.48785,,Operating,2021,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-01369,PO1000013778,GENK AGRO MAS,BALAM BERLIAN SAWIT,BALAM BERLIAN SAWIT,1.67968,100.80811,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-01370,PO1000012844,UNKNOWN,SAWIT INTI RAYA,SAWIT INTI RAYA,-0.45685,102.17033,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-01371,PO1000014226,UNKNOWN,MITRA AGRO SEMBADA,MITRA AGRO SEMBADA,-2.0376066,105.897452,60,Operating,2021,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANGKA,ID-1901,KEP. BANGKA BELITUNG
M-01372,PO1000012843,FIRST RESOURCES,SETIA AGRINDO MANDIRI,SETIA AGRINDO MANDIRI,-0.43384,102.96595,90,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HILIR,ID-1403,RIAU
M-01373,PO1000013838,UNKNOWN,MUTIARA HIJAU LESTARI,MUTIARA HIJAU LESTARI,-2.58083,106.24459,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANGKA TENGAH,ID-1904,KEP. BANGKA BELITUNG
M-01374,PO1000013887,UNKNOWN,PUTRA BANGKA TANI,PUTRA BANGKA TANI,-2.35723,106.209271,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANGKA TENGAH,ID-1904,KEP. BANGKA BELITUNG
M-01375,PO1000013779,UNKNOWN,PERAWANG AGRO SEJAHTERA,PERAWANG AGRO SEJAHTERA,0.59674,101.620679,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIAK,ID-1405,RIAU
M-01376,PO1000014231,GOODHOPE,SUMBER HASIL PRIMA,SUMBER HASIL PRIMA,-0.29827,112.43737,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SINTANG,ID-6107,KALIMANTAN BARAT
M-01377,PO1000013498,GOODHOPE,BATU MAS SEJAHTERA,BATU MAS SEJAHTERA,-1.014113,110.52982,60,Operating,2021,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-01378,PO1000016678,UNKNOWN,SAWITTA JAYA SEJAHTERA,SAWITTA JAYA SEJAHTERA,2.7946111,99.217111,,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIMALUNGUN,ID-1209,SUMATERA UTARA
M-01379,NA,SAWIT LESTARI,BENGKULU SAWIT LESTARI,AIR TERAS,-4.131564,102.641244,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SELUMA,ID-1705,BENGKULU
M-01381,PO1000011991,ROYAL GOLDEN EAGLE,RIGUNAS AGRI UTAMA,AGRO SEJAHTERA,-0.516005,102.016656,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-01382,NA,SHANGHAI XINJIU CHEMICAL CO.,SEBAUNG SAWIT PLANTATIONS,SEBAUNG SAWIT PLANTATIONS,3.8356611,117.33919,45,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NUNUKAN,ID-6504,KALIMANTAN UTARA
M-01383,PO1000014159,KALIMANTAN SAWIT KUSUMA (KSK),MITRA SAUDARA LESTARI,MITRA SAUDARA LESTARI,-2.5809907,111.025134,60,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-01384,PO1000012448,MUSIM MAS,LESTARI ABADI PERKASA,LESTARI ABADI PERKASA,-1.72495,110.67433,60,Operating,2021,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-01385,PO1000014294,UNKNOWN,INTI MITRA SAWIT LESTARI,INTI MITRA SAWIT LESTARI,4.0568041,98.130659,20,Operating,2021,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-01386,PO1000014589,UNKNOWN,CAHAYA AGRO SAWITA SEJAHTERA,CAHAYA AGRO SAWITA SEJAHTERA,4.0518919,98.134425,,Operating,2021,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-01387,PO1000014290,UNKNOWN,SEURAMOE AGRO PERSADA,SEURAMOE AGRO PERSADA,4.9401785,97.409309,30,Operating,2021,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ACEH UTARA,ID-1111,ACEH
